,headline,url,date,author,summary
826,"Key Senate races in Alabama, Maine and Texas are set as GOP and Democrats fight ...",https://www.cnbc.com/2020/07/15/primary-election-results-alabama-maine-and-texas-senate-races-set.html?&qsearchterm=CLIMATE CHANGE,7/15/2020 12:16:36 PM ET,Jacob Pramuk,"The latest primaries set the stage for three of the Senate races that will determine which party controls the chamber after the November election.In Alabama, ..."
827,Democrats trying to gain swing House seats in Texas stare down a possible Bernie Sanders ...,https://www.cnbc.com/2020/02/28/super-tuesday-primaries-texas-house-candidates-weigh-bernie-sanders-rise.html?&qsearchterm=CLIMATE CHANGE,2/28/2020 11:47:57 AM ET,Jacob Pramuk,"HOUSTON — As Democratic presidential hopefuls gathered in Nevada last week to slug it out over socialism, wealthy donors and sexual harassment, Rep. Lizzie Fletcher ..."
828,‘Climate gentrification’ altering home values in Miami,https://www.cnbc.com/video/2018/08/29/climate-gentrification-altering-home-values-miami.html?&qsearchterm=CLIMATE CHANGE,8/29/2018 12:57:53 PM ET,Jacob Pramuk,CNBC’s Diana Olick reports on how rising tides and increasingly intense storms are impacting the value of Miami real estate.
829,Bank of America CEO says clients want to invest in companies ‘doing right by society’,https://www.cnbc.com/2020/01/21/bank-of-america-ceo-all-clients-are-becoming-esg-investors.html?&qsearchterm=CLIMATE CHANGE,1/21/2020 8:57:31 AM ET,Eric Rosenbaum,"Bank of America CEO Brian Moynihan says money will keep flowing to environment, social and governance funds (ESG) as more investors send the message that ..."
830,"Wildlife habitat destruction and deforestation will cause more deadly pandemics like coronavirus, scientists warn",https://www.cnbc.com/2020/05/09/coronavirus-wildlife-habitat-destruction-will-cause-more-pandemics.html?&qsearchterm=CLIMATE CHANGE,5/9/2020 10:00:02 AM ET,Emma Newburger,"As climate change contributes to a surge in disease outbreaks across the world, scientists warn that current rates of environmental degradation and biodiversity loss will ..."
831,Photos show devastating impact of Michigan floods,https://www.cnbc.com/2020/05/21/photos-show-devastating-impact-of-michigan-floods.html?&qsearchterm=CLIMATE CHANGE,5/21/2020 2:45:02 PM ET,Adam Jeffery,"The failure of two Michigan dams has led to devastating floods and the evacuation of more than 10,000 people. Located 140 miles north of Detroit, ..."
832,Trading Climate Change,https://www.cnbc.com/id/34316403?&qsearchterm=CLIMATE CHANGE,12/7/2009 6:53:21 PM ET,Lee Brodie,"Our nation may be taking a big step toward curbing greenhouse emissions.On Monday, the EPA ruled that greenhouse gases endanger human health, allowing it to ..."
833,"The GOP wants to repeal Obama’s climate plan. Like health care, it’s going to be ...",https://www.cnbc.com/2017/10/10/gop-repealing-obama-climate-plan-fiasco-like-health-care-commentary.html?&qsearchterm=CLIMATE CHANGE,10/10/2017 12:58:34 PM ET,Lee Brodie,"Today, EPA Administrator Scott Pruitt is expected to issue a proposal to repeal the Clean Power Plan, Obama’s program to reduce greenhouse gas emissions from ..."
834,"British rapper Tinie Tempah on racism: ‘We want effective, permanent change’",https://www.cnbc.com/2020/06/05/tinie-tempah-on-racism-we-want-effective-permanent-change.html?&qsearchterm=CLIMATE CHANGE,6/5/2020 8:56:03 AM ET,Tania Bryer,Multi-award winning British rapper Tinie Tempah told CNBC that mental health issues are prevalent in his community due to pressures including systemic racism and lack ...
835,"Climate and waste, plastic’s two challenges",https://www.cnbc.com/advertorial/2018/05/04/climate-and-waste-plastics-two-challenges.html?&qsearchterm=CLIMATE CHANGE,5/4/2018 7:41:09 PM ET,Tania Bryer,"In fifty years, plastics — or polymers — have revolutionized our lives. We’ve produced and consumed — then thrown away — more than 8 billion ..."
836,Nature-based solutions? Here’s what they are and why you should care,https://www.cnbc.com/2020/02/14/nature-based-solutions-heres-what-they-are-and-why-you-should-care.html?&qsearchterm=CLIMATE CHANGE,2/14/2020 4:12:13 AM ET,Anmar Frangoul,It’s over four years since the Paris Agreement was reached at the UN’s COP21 climate summit.It was in the French capital that world leaders committed ...
837,"These are the best CEOs for diversity, according to employee reviews",https://www.cnbc.com/2020/07/20/the-best-ceos-for-diversity-according-to-comparably-employee-reviews.html?&qsearchterm=CLIMATE CHANGE,7/20/2020 4:33:06 PM ET,Anmar Frangoul,"Microsoft CEO Satya Nadella was named the top-rated CEO for his diversity efforts based on reviews from employees, according to the latest annual survey from ..."
838,WEF’s top 5 global risks for 2020 are all about the environment,https://www.cnbc.com/2020/01/15/wefs-top-5-global-risks-for-2020-are-all-about-the-environment.html?&qsearchterm=CLIMATE CHANGE,1/15/2020 5:53:09 AM ET,Holly Ellyatt,"Economic and political polarization will rise in 2020, according to the World Economic Forum’s latest Global Risks report, but severe threats to the climate account ..."
839,"No Climate Deal? No Problem, Say Clean Energy Firms",https://www.cnbc.com/id/34224442?&qsearchterm=CLIMATE CHANGE,12/2/2009 1:36:30 PM ET,Holly Ellyatt,"While world leaders meet in Copenhagen next week to discuss carbon emissions targets, the energy sector will keep moving into a cleaner energy future with ..."
840,Bank of England considers bank capital charge on polluting assets,https://www.cnbc.com/2020/03/10/reuters-america-bank-of-england-considers-bank-capital-charge-on-polluting-assets.html?&qsearchterm=CLIMATE CHANGE,3/10/2020 8:15:00 AM ET,Holly Ellyatt,"LONDON, March 10 (Reuters) - Britain’s first stress test of the response of banks to climate change will help the Bank of England determine if ..."
841,"Op-ed: For Big Oil, this crisis will be different, and it may be irreversible",https://www.cnbc.com/2020/04/26/big-oil-crisis-caused-by-coronavirus-may-be-irreversible.html?&qsearchterm=CLIMATE CHANGE,4/26/2020 9:01:01 AM ET,Holly Ellyatt,The price of oil has gone negative after weeks of oil sands output selling for less than a pint of beer per barrel. Banks are ...
842,Here are the 5 most important things Fed Chair Powell talked about on Capitol Hill,https://www.cnbc.com/2019/11/13/fed-chair-powell-5-most-important-topics-for-capitol-hill-appearance.html?&qsearchterm=CLIMATE CHANGE,11/13/2019 4:24:16 PM ET,Jeff Cox,"Federal Reserve Chairman Jerome Powell, in a question and answer parley Wednesday with members of Congress, asserted a new “new normal” for the economy, took ..."
843,"Australian bushfires will be a ‘big drag’ on growth, says economist",https://www.cnbc.com/2020/01/06/australian-bush-fire-could-affect-consumer-confidence-says-economist.html?&qsearchterm=CLIMATE CHANGE,1/6/2020 12:11:10 AM ET,Grace Shao,"Raging bushfires across Australia are threatening to drag down the economy as the country’s tourism and consumer sectors take a hit, said the chief economist ..."
844,Trump administration seeks to renegotiate Paris climate accord instead of breaking it,https://www.cnbc.com/2017/09/16/europe-suggests-trump-wont-back-out-of-paris-climate-accord-but-white-house-quickly-denies-it.html?&qsearchterm=CLIMATE CHANGE,9/17/2017 10:58:32 AM ET,Javier E. David,The White House immediately disavowed a Wall Street Journal report on Saturday that suggested the Trump administration was reversing its stated intention of abandoning the ...
845,"US cities, states defy Trump, still back Paris climate deal",https://www.cnbc.com/2017/11/11/us-cities-states-defy-trump-still-back-paris-climate-deal.html?&qsearchterm=CLIMATE CHANGE,11/11/2017 9:22:41 AM ET,Javier E. David,"A group of U.S. states, cities, businesses and universities said Saturday they are still committed to curbing global warming even as U.S. President Donald Trump’s ..."
846,Google tried to change China. China may end up changing Google.,https://www.cnbc.com/2018/08/22/google-tried-to-change-china-china-may-end-up-changing-google.html?&qsearchterm=CLIMATE CHANGE,8/22/2018 5:00:00 AM ET,Javier E. David,"Ever since its founding 20 years ago in a Silicon Valley garage, Google has proudly and often ostentatiously held itself up as the architect of ..."
847,Here are the top moments from the sixth Democratic debate in Los Angeles,https://www.cnbc.com/2019/12/19/democratic-debate-recap-highlights-and-top-moments-from-la.html?&qsearchterm=CLIMATE CHANGE,12/19/2019 11:41:08 PM ET,Yelena Dzhanova,"Mayor Pete Buttigieg finally got the top-tier treatment during the sixth Democratic presidential debate hosted in Los Angeles on Thursday, and Sen. Amy Klobuchar found ..."
848,‘COP21 represents a landmark change in approach’,https://www.cnbc.com/video/2015/12/02/cop21-represents-a-landmark-change-in-approach.html?&qsearchterm=CLIMATE CHANGE,12/2/2015 9:53:00 PM ET,Yelena Dzhanova,"Countries were asked to make a climate change pledges based on what they could actually carry out, explained Aradhna Tripati, associate professor at the UCLA ..."
849,China may meet some targets under the Paris climate agreement early,https://www.cnbc.com/video/2018/08/20/street-signs-180821-asia.html?&qsearchterm=CLIMATE CHANGE,8/20/2018 11:16:07 PM ET,Yelena Dzhanova,"China has made progress in reducing conventional pollution in recent years, but it might face some difficulty in meeting the target of using 20 percent ..."
850,Obama Moves To Reverse Bush Climate Policies,https://www.cnbc.com/id/28855352?&qsearchterm=CLIMATE CHANGE,1/26/2009 11:54:45 AM ET,Yelena Dzhanova,"U.S. President Barack Obama told the Environmental Protection Agency Monday to reconsider California’s request to regulate greenhouse gas emissions from cars, reversing the climate policies ..."
851,"Cramer, Kinder Fight Climate Change",https://www.cnbc.com/id/32221813?&qsearchterm=CLIMATE CHANGE,7/30/2009 7:26:36 PM ET,Tom Brennan,Natural gas is the bridge fuel that the US needs to kick its oil addiction. That’s why Cramer has endorsed a government-sponsored pipeline build-out and ...
852,US futures advance; but oil sinks on Trump’s Paris climate agreement exit,https://www.cnbc.com/2017/06/02/us-futures-advance-but-oil-sinks-on-trumps-paris-climate-agreement-exit.html?&qsearchterm=CLIMATE CHANGE,6/2/2017 7:40:47 AM ET,Matthew J. Belvedere,JPMorgan (JPM) CEO Jamie Dimon this morning became the latest business leader to express disagreement with President Trump’s decision to pull the U.S. out of ...
853,Op-ed: The cold war between U.S. and China just got a lot hotter,https://www.cnbc.com/2020/07/18/op-ed-the-cold-war-between-us-and-china-just-got-a-lot-hotter.html?&qsearchterm=CLIMATE CHANGE,7/18/2020 8:00:01 AM ET,Frederick Kempe,"So, this is what life feels like “in the foothills of a new Cold War,” as Henry Kissinger has called it.Though perhaps the better metaphor ..."
854,One of the biggest changes in oil market history could spark a ‘resurgence’ in diesel ...,https://www.cnbc.com/2018/08/22/imo-2020-oil-market-could-see-a-diesel-fuel-resurgence-analysts-say.html?&qsearchterm=CLIMATE CHANGE,8/22/2018 1:05:50 AM ET,Sam Meredith,"A much-anticipated shipping revolution could spark a dramatic upswing in diesel fuel demand over the coming months, energy analysts have told CNBC.New rules coming into ..."
855,"Firefighters say coronavirus will obstruct emergency service, evacuations as wildfire season closes in",https://www.cnbc.com/2020/04/04/coronavirus-will-obstruct-emergency-services-for-firefighters-during-wildfires.html?&qsearchterm=CLIMATE CHANGE,4/5/2020 9:16:01 AM ET,Emma Newburger,First responders are preparing for raging wildfires that they expect will consume thousand of acres and drive some residents from their homes in upcoming months. ...
856,Here’s how investors can save the planet and still make some money,https://www.cnbc.com/2019/03/04/you-can-invest-and-help-prevent-climate-change-how-to-get-started.html?&qsearchterm=CLIMATE CHANGE,3/4/2019 10:30:13 AM ET,Lorie Konish,"You’ve read it in the headlines: Temperatures are rising and icebergs are melting.And as more evidence points to the growing influence of climate change, one ..."
857,Trump says he won’t extend social distancing guidelines; NFL furloughs employees and cuts salaries,https://www.cnbc.com/2020/04/29/coronavirus-latest-updates.html?&qsearchterm=CLIMATE CHANGE,4/29/2020 7:59:52 AM ET,Thomas Franck,"Quarterly earnings reports shed more light on the impact of the global pandemic Wednesday, with tech giants Facebook, Microsoft and Tesla all providing financial updates. ..."
858,Intrigue and Plot Twists in Global Climate Talks,https://www.cnbc.com/id/34206296?&qsearchterm=CLIMATE CHANGE,11/30/2009 12:12:20 PM ET,Thomas Franck,"In the otherwise ponderous and unhurried context of global climate negotiations, the past two weeks have seen a variety of gripping twists.It started this month ..."
859,‘Dr. Doom’ Nouriel Roubini warns of multiple ‘white swans’ posing danger ahead,https://www.cnbc.com/2020/02/24/dr-doom-nouriel-roubini-warns-of-multiple-white-swans.html?&qsearchterm=CLIMATE CHANGE,2/24/2020 3:31:59 PM ET,Jeff Cox,"The deadly coronavirus is just one of several “white swans” circling the global economy that could present the biggest challenge since the financial crisis, according ..."
860,"Rising Risks: Devastating flash floods put US towns in peril, forcing real estate developers to ...",https://www.cnbc.com/2018/07/31/more-intense-flash-floods-hit-overdeveloped-real-estate-destroying-sm.html?&qsearchterm=CLIMATE CHANGE,7/31/2018 10:31:35 AM ET,Diana Olick,"On Memorial Day weekend, a catastrophic flash flood ripped through a town founded four years before the Declaration of Independence was signed.Water crashed through walls, ..."
861,UPDATE 5-Divided EU fails in bid to end budget deadlock,https://www.cnbc.com/2020/02/21/reuters-america-update-5-divided-eu-fails-in-bid-to-end-budget-deadlock.html?&qsearchterm=CLIMATE CHANGE,2/21/2020 3:47:00 PM ET,Diana Olick,"* EU 27 seek deal on bloc’s 2021-2027 budget* Proposal to bridge divisions rejected by rival camps* Rich, poor nations deeply at odds over size, ..."
862,"Virginia, Oregon, Hawaii, Minnesota and Massachusetts among 10 new members of US Climate Alliance",https://www.cnbc.com/2017/06/06/virginia-oregon-minnesota-among-new-members-of-us-climate-alliance.html?&qsearchterm=CLIMATE CHANGE,6/6/2017 8:37:35 AM ET,Anmar Frangoul,"Less than a week after President Donald Trump announced the withdrawal of the U.S. from the Paris Agreement, an alliance committed to upholding the accord ..."
863,"Macron’s first year in office has seen changing labor laws, a re-energized Europe and warm ...",https://www.cnbc.com/2018/05/07/macron-first-year-in-office-.html?&qsearchterm=CLIMATE CHANGE,5/7/2018 1:09:06 AM ET,Anmar Frangoul,A former investment banker with limited political experience — this was how many described Emmanuel Macron at the start of his bid to become the ...
864,Shipping industry faces $370 mln hit from new Panama Canal charge,https://www.cnbc.com/2020/02/20/reuters-america-shipping-industry-faces-370-mln-hit-from-new-panama-canal-charge.html?&qsearchterm=CLIMATE CHANGE,2/20/2020 10:28:00 AM ET,Anmar Frangoul,"LONDON, Feb 20 (Reuters) - A new “freshwater” charge that came in this month to help the Panama Canal cope with climate change will cost ..."
865,Profit from Climate Change in Japan,https://www.cnbc.com/id/25565754?&qsearchterm=CLIMATE CHANGE,7/7/2008 6:43:15 AM ET,CNBC.com,"Environmental and energy companies in Japan look very strong, Makiko Zuercher-Hosaka, fund manager for Japanese equities at Clariden Leu said Monday.Climate change is a hot ..."
866,UK climate policies ‘expensive’: Pro,https://www.cnbc.com/video/2014/08/11/uk-climate-policies-expensive-pro.html?&qsearchterm=CLIMATE CHANGE,8/11/2014 3:45:00 AM ET,CNBC.com,"David Henderson, chairman of the academic advisory council at the Global Warming Policy Foundation, says U.K. policies on climate change are “expensive” and not correct."
867,The advice from Warren Buffett that inspired Bill and Melinda Gates,https://www.cnbc.com/2020/02/10/the-advice-from-warren-buffett-that-inspired-bill-and-melinda-gates.html?&qsearchterm=CLIMATE CHANGE,2/10/2020 3:18:56 PM ET,CNBC.com,“Swing for the fences.” That’s the advice Warren Buffett gave his friends Bill and Melinda Gates when he pledged millions of shares of Berkshire Hathaway ...
868,Your opinion on global warming may change today,https://www.cnbc.com/2015/01/26/your-opinion-on-global-warming-may-change-today.html?&qsearchterm=CLIMATE CHANGE,1/26/2015 12:52:06 PM ET,Eric Chemi,The winter storm rollming through the Northeast is on pace to be one of the biggest ever to hit the area. That will certainly lead ...
869,Davos to Tackle Climate Change,https://www.cnbc.com/video/2008/01/22/davos-to-tackle-climate-change.html?&qsearchterm=CLIMATE CHANGE,1/22/2008 2:50:00 AM ET,Eric Chemi,"With no letup in the number and intensity of extreme weather events, global warming remains a concern. Global leaders unite at the World Economic Forum ..."
870,World’s Biggest Polluters Start Climate Talks,https://www.cnbc.com/id/21006799?&qsearchterm=CLIMATE CHANGE,9/27/2007 6:37:23 AM ET,Eric Chemi,The world’s biggest greenhouse gas polluters -- including the United States and China -- sent envoys to the U.S. State Department Thursday for discussions on ...
871,"The Netherlands is ‘spending tremendously,’ minister says as pressure builds to boost growth",https://www.cnbc.com/2020/01/23/the-netherlands-is-spending-tremendously-minister-says.html?&qsearchterm=CLIMATE CHANGE,1/23/2020 5:48:29 AM ET,Holly Ellyatt,"The Netherlands and Germany are facing increasing pressure to spend more money to boost economic growth but the former’s finance minister rebuffed those calls, telling ..."
872,Billionaire hedge funder doubles down on climate fight,https://www.cnbc.com/video/2014/05/20/billionaire-hedge-funder-doubles-down-on-climate-fight.html?&qsearchterm=CLIMATE CHANGE,5/20/2014 12:00:00 AM ET,Holly Ellyatt,"CNBC’s Lawrence Delevingne discusses billionaire hedge funder Tom Steyer’s aggressive campaign against big-name conservatives, such as the Koch brothers and Sen. Marco Rubio (R-Florida), to ..."
873,Hope Trump’s Paris climate withdrawal is not irreversible: COP21 president,https://www.cnbc.com/video/2017/07/13/hope-trumps-paris-climate-withdrawal-is-not-irreversible-cop21-president.html?&qsearchterm=CLIMATE CHANGE,7/13/2017 4:05:48 AM ET,Holly Ellyatt,COP21 President Segolene Royal speaks about U.S. President Donald Trump’s decision to remove his country from the Paris climate accord.
874,CBI: Focus on the Climate Change Challenge,https://www.cnbc.com/video/2007/11/26/cbi-focus-on-the-climate-change-challenge.html?&qsearchterm=CLIMATE CHANGE,11/26/2007 3:15:00 AM ET,Holly Ellyatt,"The Confederation of the British Industry (CBI), who represents the interests of the British business community, kicks off a two-day conference on Monday. Richard Lambert, ..."
875,Jeff Bezos is finally ending secrecy over Amazon’s role in carbon emissions,https://www.cnbc.com/2019/03/08/jeff-bezos-to-end-secrecy-over-amazons-role-in-carbon-emissions.html?&qsearchterm=CLIMATE CHANGE,3/8/2019 11:29:54 AM ET,Noah Higgins-Dunn,Amazon can be relentless in pursuit of its goals — making two-day shipping possible anywhere in the U.S. and building its own fleet of cargo ...
876,Shareholders would have tougher time submitting resolutions under SEC’s proposed rule,https://www.cnbc.com/2019/11/05/rule-change-would-make-it-harder-to-submit-shareholder-resolutions.html?&qsearchterm=CLIMATE CHANGE,11/5/2019 1:25:04 PM ET,Ganesh Setty,The U.S. Securities and Exchange Commission formally proposed a new rule on Tuesday that could make it harder for shareholders to submit proposals dealing with ...
877,3 ways Bill Gates is spending billions to change the world,https://www.cnbc.com/2017/12/20/3-ways-bill-gates-is-spending-billions-to-change-the-world.html?&qsearchterm=CLIMATE CHANGE,12/25/2017 12:00:00 PM ET,Ganesh Setty,Bill Gates is currently worth more than $90 billion — but no one can say that he isn’t trying to give back. The Microsoft co-founder ...
878,The economics behind planting billions and billions of trees,https://www.cnbc.com/2019/11/29/trees-and-climate-change-how-planting-billions-of-trees-helps-fight-climate-change.html?&qsearchterm=CLIMATE CHANGE,11/29/2019 2:06:58 PM ET,Brian Clark,"In California, 3 million acres have burned since 2017. And in Brazil, some 121,000 fires have burned since January — more than half in the ..."
879,"Lyft sets out climate impact goals, wants all electric autonomous vehicles on platform to run ...",https://www.cnbc.com/2017/06/19/lyft-wants-electric-autonomous-vehicles-to-run-on-renewable-energy.html?&qsearchterm=CLIMATE CHANGE,6/19/2017 7:34:30 AM ET,Anmar Frangoul,Ride-sharing company Lyft has announced an ambitious set of “climate impact goals” which it hopes will help cut CO2 emissions from the U.S. transportation sector ...
880,"Trump misunderstood MIT climate research, university officials say",https://www.cnbc.com/2017/06/02/trump-misunderstood-mit-climate-research-university-officials-say.html?&qsearchterm=CLIMATE CHANGE,6/2/2017 4:52:37 AM ET,Anmar Frangoul,Massachusetts Institute of Technology officials said U.S. President Donald Trump badly misunderstood their research when he cited it on Thursday to justify withdrawing the United ...
881,Trump is leaving Paris climate agreement even though majority of Americans in every state supported ...,https://www.cnbc.com/2017/06/01/trump-leaves-paris-climate-agreement-though-americans-supported-it.html?&qsearchterm=CLIMATE CHANGE,6/1/2017 5:01:44 PM ET,Todd Haselton,President Trump decided to pull out of the Paris climate agreement on Thursday even though a majority of Americans supported it.According to a climate note ...
882,Silicon Valley urges Trump not to reject the Paris climate agreement,https://www.cnbc.com/2017/06/01/silicon-valley-to-trump-dont-reject-the-paris-climate-agreement.html?&qsearchterm=CLIMATE CHANGE,6/1/2017 1:23:43 PM ET,Chantel McGee,"Silicon Valley has been vocal about its opposition to the U.S. abandoning the Paris climate accord, a global agreement to reduce carbon emissions.Now, as the ..."
883,Paris climate accord is really about economics: Cramer,https://www.cnbc.com/video/2017/06/01/paris-climate-accord-is-really-about-economics-cramer.html?&qsearchterm=CLIMATE CHANGE,6/1/2017 9:05:00 AM ET,Jim Cramer,"The “Squawk on the Street” news team talks about President Trump’s plans to withdraw from the Paris climate accord, after a number of corporate leaders, ..."
884,Smart businesses understand that climate risk is a financial risk: CEO,https://www.cnbc.com/video/2017/11/17/smart-businesses-understand-that-climate-risk-is-a-financial-risk-ceo.html?&qsearchterm=CLIMATE CHANGE,11/17/2017 2:48:21 AM ET,Jim Cramer,Ecosphere+ CEO Lisa Walker discusses the fallout of the United Nations’ COP23 meeting.
885,White House official: Trump is willing to hear out Europeans on the Paris climate deal,https://www.cnbc.com/2017/05/26/paris-climate-agreement-trump-will-listen-to-europeans-says-gary-cohn.html?&qsearchterm=CLIMATE CHANGE,5/26/2017 9:43:07 AM ET,Jacob Pramuk,"World leaders have a chance Friday to lobby for Donald Trump’s support on the Paris Agreement on climate, and the president may be willing to ..."
886,‘Our biggest compliment yet’: Greta Thunberg thanks OPEC for criticism,https://www.cnbc.com/2019/07/05/greta-thunberg-thanks-oil-cartel-opec-for-climate-change-criticism.html?&qsearchterm=CLIMATE CHANGE,7/5/2019 3:30:29 AM ET,Sam Meredith,"Swedish teenage activist Greta Thunberg has welcomed criticism from OPEC’s secretary general, describing it as the “biggest compliment yet” to a growing movement of young ..."
887,Trump’s backtrack on Paris climate deal has energized sustainability drive: Nordea AM CEO,https://www.cnbc.com/2017/06/13/trumps-backtrack-on-paris-climate-deal-has-energized-sustainability-drive-nordea-am-ceo.html?&qsearchterm=CLIMATE CHANGE,6/13/2017 6:13:11 AM ET,Gemma Acton,President Trump’s decision earlier this month to withdraw the United States from the Paris Accord on climate change has only boosted the appetite for driving ...
888,Reducing climate disaster risks,https://www.cnbc.com/video/2013/11/14/reducing-climate-disaster-risks.html?&qsearchterm=CLIMATE CHANGE,11/14/2013 9:50:00 PM ET,Gemma Acton,"Andrew Deutz, Director of International Government Relations at The Nature Conservancy says putting a tax on carbon is the most effective action governments can take ..."
889,U.S. oil boom vs Europe’s renewables focus? Big Oil’s gap widens -- in words,https://www.cnbc.com/2020/03/05/reuters-america-u-s-oil-boom-vs-europes-renewables-focus-big-oils-gap-widens--in-words.html?&qsearchterm=CLIMATE CHANGE,3/5/2020 1:56:00 PM ET,Gemma Acton,"NEW YORK/LONDON, March 5 (Reuters) - Exxon and Chevron boasted to investors this week about booming U.S. oil production, illustrating how the gap has widened ..."
890,"2019 was the second-hottest year on record, continuing a global warming trend, researchers say",https://www.cnbc.com/2020/01/15/2019-was-the-second-hottest-year-on-record.html?&qsearchterm=CLIMATE CHANGE,1/15/2020 3:36:13 PM ET,Emma Newburger,"Researchers on Wednesday confirmed that 2019 was the second-hottest year ever, capping off the hottest decade in recorded history as the world continues to grapple ..."
891,U.N. Bali Talks Turn to Finance to Aid Climate,https://www.cnbc.com/id/22174858?&qsearchterm=CLIMATE CHANGE,12/10/2007 12:02:37 AM ET,Emma Newburger,Forty nations held unprecedented talks about ways to slow global warming without derailing world economic growth on the margins of U.N. climate talks in Bali ...
892,Behind Walmart’s push to eliminate 1 gigaton of greenhouse gases by 2030,https://www.cnbc.com/2019/12/15/walmarts-project-gigaton-is-its-most-ambitious-climate-goal-yet.html?&qsearchterm=CLIMATE CHANGE,12/15/2019 4:43:22 PM ET,Pippa Stevens,As the climate crisis facing the planet becomes more immediate — fueled by powerful images that include devastating floods in Venice and uncontrollable wildfires in ...
893,"Cramer sees oil stocks in the ‘death knell phase,’ says they are the new tobacco",https://www.cnbc.com/2020/01/31/cramer-sees-oil-stocks-in-the-death-knell-phase-says-new-tobacco.html?&qsearchterm=CLIMATE CHANGE,1/31/2020 11:25:18 AM ET,Jesse Pound,"CNBC’s Jim Cramer said Friday that he’s done with fossil fuel stocks because young investor’s concerns about climate change are holding them down.On “Squawk Box,” ..."
894,Food Supply Under Assault as Climate Heats Up,https://www.cnbc.com/id/100743032?&qsearchterm=CLIMATE CHANGE,5/16/2013 12:41:21 PM ET,Jesse Pound,"American eaters, let’s talk about the birds and the bees: The U.S. food supply—from chickens injected with arsenic to dying bee colonies—is under unprecedented siege ..."
895,Top American diplomat in China resigns over Trump’s Paris climate treaty pull-out,https://www.cnbc.com/2017/06/06/top-american-diplomat-in-china-resigns-over-trumps-paris-climate-treaty-pull-out.html?&qsearchterm=CLIMATE CHANGE,6/6/2017 1:10:48 PM ET,Jesse Pound,"America’s top diplomat in China has resigned over President Donald Trump’s decision to withdraw the United States from a landmark climate change treaty, two sources ..."
896,Billionaire Tom Steyer tells fellow 2020 presidential candidates to fly commercial like him to help ...,https://www.cnbc.com/2019/11/11/tom-steyer-challenged-fellow-2020-candidates-to-fly-commercial.html?&qsearchterm=CLIMATE CHANGE,11/11/2019 1:20:18 PM ET,Jesse Pound,Tom Steyer can certainly afford to fly private. The hedge fund manager and environmental activist is also a self-made billionaire with a net worth of ...
897,Oil drops on fears of more US drilling after climate deal withdrawal,https://www.cnbc.com/2017/06/01/oil-prices-slide-nearly-1-percent-on-persistent-glut-concerns.html?&qsearchterm=CLIMATE CHANGE,6/2/2017 3:46:14 PM ET,Jesse Pound,"Oil prices fell more than 1 percent on Friday, posting a second straight week of losses, on worries that U.S. President Donald Trump’s decision to ..."
898,Disney CEO Iger quits Trump council over climate decision,https://www.cnbc.com/2017/06/01/disney-ceo-iger-quits-trump-council-over-climate-decision.html?&qsearchterm=CLIMATE CHANGE,6/1/2017 7:33:20 PM ET,Mike Calia,Disney CEO Robert Iger on Thursday said he quit the White House’s business advisory council over President Donald Trump’s decision to withdraw the U.S. from ...
899,"Millennials look to make a social impact with their investing dollar, study finds",https://www.cnbc.com/2020/07/14/millennials-look-to-make-a-social-impact-with-their-investing-dollar.html?&qsearchterm=CLIMATE CHANGE,7/14/2020 8:00:01 AM ET,Jill Cornfield,"Many young investors are realizing that they can make a difference in the world with their investing dollars.The way you can do this, generally speaking, ..."
900,Burger King is selling a burger made from cows on low-methane diet,https://www.cnbc.com/2020/07/14/burger-king-is-selling-a-burger-made-from-cows-on-low-methane-diet.html?&qsearchterm=CLIMATE CHANGE,7/14/2020 6:00:02 AM ET,Amelia Lucas,Burger King on Tuesday announced a hot new diet tip: 100 grams of lemongrass a day to keep the methane away.The Restaurant Brands International chain ...
901,Natural Gas Finds a Friend in US Climate Policy,https://www.cnbc.com/id/100850007?&qsearchterm=CLIMATE CHANGE,7/5/2013 7:00:33 AM ET,Javier E. David,"The White House’s renewed push on climate change may have an unintended consequence—sparking new demand for natural gas, which is fast becoming a staple in ..."
902,"The planet has a problem with buildings: Here’s how smart ideas, tech and design can ...",https://www.cnbc.com/2020/05/22/we-have-a-problem-with-buildings-ideas-and-tech-can-change-things.html?&qsearchterm=CLIMATE CHANGE,5/22/2020 4:10:10 AM ET,Anmar Frangoul,"Whether it’s a creaky old house or a brand new, state of the art office block, the buildings we live and work in have a ..."
903,How 16-year-old Greta Thunberg’s rise could backfire on environmentalists,https://www.cnbc.com/2019/09/24/how-greta-thunbergs-rise-could-backfire-on-environmentalists.html?&qsearchterm=CLIMATE CHANGE,9/24/2019 8:42:47 AM ET,Jake Novak,"Sixteen-year-old Greta Thunberg from Sweden is the new face of the environmentalist movement, thanks to a pair of impassioned speeches to the U.S. Congress and ..."
904,"Climate Consensus Obscures Obama, McCain Differences",https://www.cnbc.com/id/26390541?&qsearchterm=CLIMATE CHANGE,8/25/2008 2:32:24 PM ET,Kenneth Stier,"Both presidential candidates support the need to curb greenhouse gases believed to cause global warming, but there are key differences in how they would implement ..."
